0.0,0.0,0.0,0.4808,0.0,0.4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808,0.0
0.0,0.0,0.0,0.4808,0.0,0.0,0.4808,1.4423,21.1538,16.8269,26.9231,11.5385,3.8462,0.0,0.4808,0.0
3.8462,0.0,0.0,0.0,0.0,0.0,6.25,29.8077,15.3846,3.8462,18.75,3.3654,9.1346,0.0,0.0,0.0
0.0,0.0,0.0,0.4808,1.4423,12.9808,26.4423,12.0192,11.5385,12.5,15.3846,13.4615,1.9231,5.2885,0.0,0.4808
0.0,0.0,0.0,0.0,16.8269,11.0577,3.8462,14.9038,9.1346,7.6923,14.4231,23.5577,2.8846,7.6923,1.4423,0.4808
0.0,0.0,0.0,12.5,9.6154,8.1731,12.5,8.1731,12.9808,7.6923,10.5769,18.2692,7.6923,7.2115,0.0,0.0
0.0,0.0,0.0,16.3462,15.8654,13.4615,8.1731,5.2885,3.8462,5.2885,14.4231,13.9423,4.3269,5.2885,0.9615,0.0
0.0,0.0,10.5769,25.0,12.9808,7.2115,3.8462,9.1346,7.6923,12.9808,14.4231,11.5385,7.2115,7.2115,0.4808,0.0
0.0,0.0,11.5385,21.6346,2.8846,10.5769,16.8269,6.7308,3.8462,9.1346,9.1346,11.0577,5.2885,13.9423,0.0,0.0
0.0,0.0,9.1346,29.3269,6.7308,4.3269,6.7308,22.1154,16.8269,12.5,22.5962,6.25,11.0577,4.8077,0.0,0.0
0.0,0.0,4.3269,20.6731,10.0962,4.8077,7.6923,9.1346,6.25,22.5962,9.1346,13.9423,18.2692,0.4808,0.0,0.0
0.0,0.0,0.0,8.1731,11.0577,10.5769,5.2885,13.4615,15.3846,11.0577,7.6923,11.0577,8.1731,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.3654,10.5769,7.2115,6.7308,13.9423,3.8462,17.7885,12.0192,0.0,0.0,0.0,0.4808
0.0,0.0,0.0,0.0,0.0,0.0,2.4038,9.6154,7.6923,12.9808,5.7692,0.0,0.0,0.0,0.0,0.0
