0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.625;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.625;0.0;0.0;0.0;0.0;0.0;15.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.625;28.125;265.625;25.0;359.375;37.5;171.875;171.875;6.25;0.0;0.0;0.0;15.625;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.375;40.625;359.375;234.375;3.125;3.125;9.375;421.875;3.125;3.125;18.75;15.625;0.0;0.0;0.0;0.0;0.0
109.375;15.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.125;28.125;390.625;18.75;12.5;3.125;6.25;46.875;78.125;18.75;9.375;0.0;15.625;171.875;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;15.625;0.0;0.0;0.0;15.625;234.375;34.375;28.125;15.625;6.25;203.125;3.125;25.0;0.0;3.125;12.5;203.125;15.625;0.0;3.125;109.375;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.625;18.75;46.875;140.625;6.25;6.25;203.125;140.625;46.875;203.125;78.125;265.625;25.0;203.125;265.625;0.0;0.0;12.5;0.0;0.0;15.625;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;140.625;78.125;140.625;15.625;3.125;109.375;171.875;12.5;78.125;46.875;3.125;15.625;109.375;265.625;21.875;9.375;0.0;109.375;6.25;3.125;0.0;15.625
0.0;0.0;0.0;0.0;0.0;0.0;0.0;203.125;203.125;9.375;78.125;140.625;9.375;109.375;15.625;78.125;140.625;140.625;9.375;46.875;9.375;6.25;296.875;171.875;12.5;0.0;0.0;15.625;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.125;109.375;46.875;9.375;6.25;109.375;109.375;9.375;3.125;46.875;140.625;109.375;46.875;171.875;46.875;140.625;3.125;12.5;3.125;0.0;109.375;15.625;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.25;25.0;15.625;9.375;12.5;12.5;46.875;78.125;3.125;15.625;78.125;46.875;6.25;15.625;109.375;15.625;171.875;3.125;46.875;15.625;12.5;0.0;15.625;0.0
0.0;0.0;0.0;0.0;0.0;46.875;34.375;21.875;6.25;6.25;171.875;46.875;9.375;3.125;3.125;15.625;6.25;3.125;3.125;15.625;21.875;12.5;78.125;109.375;46.875;46.875;15.625;78.125;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;296.875;9.375;296.875;203.125;12.5;140.625;6.25;46.875;3.125;3.125;234.375;3.125;15.625;109.375;171.875;78.125;21.875;6.25;21.875;15.625;15.625;0.0;15.625;0.0;15.625;0.0
0.0;0.0;0.0;0.0;0.0;296.875;140.625;34.375;15.625;3.125;171.875;6.25;6.25;28.125;6.25;46.875;0.0;6.25;6.25;6.25;46.875;109.375;12.5;12.5;6.25;6.25;234.375;46.875;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;15.625;15.625;28.125;46.875;15.625;78.125;6.25;9.375;21.875;15.625;140.625;78.125;78.125;18.75;3.125;203.125;9.375;171.875;0.0;46.875;6.25;234.375;0.0;0.0;0.0;0.0
